id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50171781,Sonder 907 Main | King Room,224829568,Sonder (Boston),,Cambridgeport,42.36267,-71.09939,Private room,302,1,62,2025-05-25,1.21,5,293,5,
50171848,Sonder 907 Main | Double Queen Room,224829568,Sonder (Boston),,Cambridgeport,42.3626,-71.10037,Private room,352,1,29,2025-06-18,0.57,5,272,8,
50173550,Sonder 907 Main | Stellar King Suite+ w/ Balcony,224829568,Sonder (Boston),,Cambridgeport,42.36247,-71.10003,Private room,401,1,41,2025-08-22,0.93,5,213,21,
50175794,Sonder 907 Main | Superior King Room w/ Workspace,224829568,Sonder (Boston),,The Port,42.36265,-71.09905,Private room,313,1,396,2025-08-10,7.73,5,303,78,
50175808,Sonder 907 Main | Spacious Room w/ Bay Windows,224829568,Sonder (Boston),,Cambridgeport,42.36237,-71.09898,Private room,335,1,124,2025-06-29,2.42,5,309,42,
50331160,Cambridgeport Nice Bedroom Private Bath 2nd floor,394741679,Olena,,Cambridgeport,42.36072,-71.10594,Private room,105,30,13,2025-08-31,0.29,16,300,3,
50540363,Hotel : Contemporary rooms Near Red Line T,162885740,Hong,,North Cambridge,42.39378,-71.12735,Private room,,1,48,2025-07-17,0.94,23,280,4,C0014490491
50631125,Kendall/MIT Townhouse with 1 Parking,409075924,Lan,,Wellington-Harrington,42.36972,-71.08997,Entire home/apt,216,1,232,2025-08-24,4.49,1,300,37,STR- 119565
50724014,2 Bed 1 Bath Near MIT & Kendall Square,43450256,Steve,,East Cambridge,42.36699,-71.07975,Entire home/apt,169,30,8,2025-04-09,0.17,83,275,1,
50783647,CharlesRiver HarvardMIT Peaceful Studio,394741679,Olena,,Riverside,42.36433,-71.11162,Private room,76,26,10,2025-08-29,0.25,16,290,3,
51055943,"CharlesRiver, Harvard, MIT 2 rooms suite Priv Bth",394741679,Olena,,Riverside,42.36406,-71.11305,Private room,73,26,5,2025-07-17,0.13,16,242,2,
51488181,Private Apartment with Parking,16204830,Ahat,,Agassiz,42.38421,-71.11678,Private room,100,15,6,2024-11-03,0.16,1,52,1,STR-13863
51625412,Deluxe Queen at Ginkgo House,45011296,Lance,,Mid-Cambridge,42.36981,-71.10594,Private room,287,1,43,2025-08-31,0.87,11,226,5,
51655441,(28) Light filled room with 3 beds in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36874,-71.10389,Private room,324,1,21,2023-05-22,0.42,11,27,0,
51706704,"Walk to Harvard, MIT,  Central, Subway, Book Now!🇺🇸",7848820,Kris,,The Port,42.36992,-71.10018,Private room,118,30,14,2025-09-16,0.29,16,285,7,STR-148098
51708387,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌺",7848820,Kris,,The Port,42.37023,-71.1003,Private room,118,30,22,2025-04-05,0.47,16,238,3,STR-148098
51708846,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌈",7848820,Kris,,The Port,42.36976,-71.09993,Private room,118,30,8,2025-09-22,0.16,16,212,2,STR-148098
51710894,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌈",7848820,Kris,,Mid-Cambridge,42.36996,-71.10129,Private room,118,30,11,2025-04-05,0.30,16,290,2,STR-148098
51750324,Modern Lux Sunny 3 Bed 2+ Bath in Mid-Cambridge,62982808,Nasser,,Mid-Cambridge,42.37239456176758,-71.10919952392578,Entire home/apt,450,30,1,2023-03-25,0.03,1,249,0,
51772909,(SQ) Perfect WFH set up in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36824,-71.10437,Private room,220,1,59,2025-09-19,1.19,11,228,17,
51789602,(22) Light filled rm with private bath in Harvard,45011296,Lance,,Mid-Cambridge,42.36996,-71.10583,Private room,270,14,26,2025-07-16,0.53,11,243,1,
51794432,"Walk to Harvard, MIT, Central, Subway, Book Now!!🍕",7848820,Kris,,Mid-Cambridge,42.37185,-71.10079,Private room,149,2,56,2025-07-28,1.22,16,340,27,STR-148098
51799709,Luxury 2BR near Harvard/MIT w/ King Bed+Parking!,11274561,Philip,,The Port,42.36676,-71.09751,Entire home/apt,268,4,128,2025-09-26,2.81,3,82,47,STR-62074
51981449,- AMAZING HARVARD SQUARE SUITE -,10825995,Mike,,Riverside,42.36446,-71.11376,Entire home/apt,,91,1,2021-12-31,0.02,4,87,0,
52061257,Luxury bedroom perfect location free parking,421489033,Lijia,,Cambridgeport,42.36261,-71.09976,Private room,,1,0,,,1,0,0,
52154122,"(SG) Bright, cozy room with two beds, shared bath",45011296,Lance,,Mid-Cambridge,42.36862,-71.10397,Private room,354,2,66,2024-10-12,1.34,11,12,1,
52277955,"Spacious Rm Near MIT/Kendall/Harvard, 30 Days+",229497500,Yudong,,Wellington-Harrington,42.36993,-71.09,Private room,57,30,18,2025-09-17,0.38,20,295,5,
52280430,"Cozy Rm Near MIT/MGH/Harvard, 30 Days+*",229497500,Yudong,,Wellington-Harrington,42.36817,-71.09175,Private room,73,30,13,2025-08-20,0.28,20,299,3,
52280623,"Cozy Rm near MIT/Kendall/Harvard, 30 Days+*",229497500,Yudong,,Wellington-Harrington,42.37005,-71.09154,Private room,52,30,23,2025-09-25,0.48,20,334,2,
52387922,"Spacious Rm Near MIT/Kendall/Harvard, 30 Days+*",229497500,Yudong,,Wellington-Harrington,42.36837,-71.08961,Private room,55,30,11,2023-08-08,0.24,20,282,0,
52388294,"Cozy Rm Near MIT/MGH/Harvard, 30 Days+",229497500,Yudong,,Wellington-Harrington,42.36975,-71.08981,Private room,57,30,21,2025-08-23,0.47,20,270,4,
52389611,"Cozy Rm Near MIT/Kendall/Harvard, 30 Days+",229497500,Yudong,,Wellington-Harrington,42.36974,-71.08988,Private room,57,30,18,2025-09-14,0.41,20,341,4,
52396698,"Blueground | Cambridge, private access to park",107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,,32,0,,,169,346,0,
52396761,"Blueground | Cambridge, private access to park",107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,372,32,0,,,169,329,0,
52419649,"Blueground | E Cambridge, nr mit & kendall sq",107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,390,32,1,2024-07-04,0.07,169,290,0,
52454369,Superior Queen 5 min from T,45011296,Lance,,Mid-Cambridge,42.37026,-71.10466,Private room,281,1,27,2025-06-08,0.56,11,239,2,135558
52476267,"(SG) Sunny single, yard-facing with shared bath",45011296,Lance,,Mid-Cambridge,42.36809,-71.10476,Private room,213,3,80,2025-08-31,1.66,11,245,21,135558
52494735,CharlesRiver Harvard MIT Bedroom Private Bath/Entr,394741679,Olena,,Riverside,42.36581,-71.11227,Private room,70,26,9,2025-09-01,0.20,16,271,2,
52497750,Sunny & Modern By Kendall Square!,23983523,Aaron,,East Cambridge,42.36906,-71.0816,Private room,60,30,3,2025-02-12,0.08,1,96,2,
52501886,"Blueground | E Cambridge, nr mit & kendall sq",107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,466,32,1,2025-06-29,0.33,169,90,1,
52564040,"Blueground | E Cambridge, laundry & gym",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,273,32,0,,,169,281,0,
52795995,Newly renovated 3bed/2ba apt Davis/Harvard/Porter,25221790,Jean,,Neighborhood Nine,42.38985,-71.12912,Entire home/apt,404,2,112,2025-09-14,2.33,1,175,23,148427
52853061,3 BDR APT full eat-in kitchen & in-unit laundry,145655051,Karen,,Cambridgeport,42.36428,-71.10219,Entire home/apt,,91,1,2023-06-06,0.04,4,240,0,
52853281,"Blueground | E Cambridge, laundry & gym",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,265,32,1,2023-08-16,0.04,169,228,0,
52896389,"Blueground | Cambridge, new development, w/d & gym",107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,271,32,3,2025-04-15,0.18,169,0,2,
52921262,Family Queen at Ginkgo House,45011296,Lance,,Mid-Cambridge,42.36889,-71.10381,Private room,383,2,12,2025-05-25,0.25,11,253,2,
53409278,Come Stay at One of BEST Locations in the City~,39343684,Imani,,Riverside,42.366799655001614,-71.11312875848523,Entire home/apt,166,30,12,2025-08-02,0.28,1,253,3,C0984769728
53525050,1BR by MIT and Havard – Red Line Access R41,411367498,Candide,,The Port,42.3658,-71.09912,Private room,85,1,226,2025-09-10,5.68,2,200,55,STR-165667
53540787,"Blueground | E. Cambridge, w/d & gym, nr t",107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,,32,0,,,169,3,0,
53540799,"Blueground | Cambridge Alewife, gym, theatre, pool",107434423,Blueground,,Cambridge Highlands,42.3924213,-71.1458597,Entire home/apt,258,32,0,,,169,281,0,
53545883,"W Camb 4BR/2.5BA on bike path, yard, pets, light!",3842820,Christopher,,Strawberry Hill,42.377247,-71.148964,Entire home/apt,,2,21,2025-08-11,0.45,2,0,3,C0337020491
53574737,Elegant 2-Bed Oasis in Cambridge Near Harvard/MIT,710114,Jordan,,West Cambridge,42.375156,-71.134804,Entire home/apt,251,2,84,2025-09-06,1.84,2,155,21,C0318860491
53619519,"Blueground | Cambridge Alewife, gym, theatre, pool",107434423,Blueground,,Cambridge Highlands,42.39242,-71.14586,Entire home/apt,265,32,1,2022-08-12,0.03,169,208,0,
53638194,"Blueground | Cambridge Alewife, gym, theatre, pool",107434423,Blueground,,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire home/apt,,32,0,,,169,208,0,
53657370,"Blueground | E Cambridge, nr mit & kendall sq",107434423,Blueground,,Wellington-Harrington,42.3707,-71.09005,Entire home/apt,383,32,0,,,169,240,0,
53827724,Lovely one-bedroom apt in Harvard Square,406001662,Marcos,,Mid-Cambridge,42.3724,-71.11242,Entire home/apt,120,10,0,,,1,330,0,
53932875,"Blueground | Cambridge, private access to park",107434423,Blueground,,North Cambridge,42.39838,-71.1338,Entire home/apt,235,32,0,,,169,73,0,
53932942,"Blueground | E. Cambridge, w/d & gym, nr t",107434423,Blueground,,East Cambridge,42.37028,-71.07276,Entire home/apt,,32,0,,,169,2,0,
53981182,Economy 2 Bed w/ Free Parking in East Cambridge,43450256,Steve,,East Cambridge,42.36737,-71.0815,Entire home/apt,257,4,124,2025-09-02,2.72,83,337,35,
54064167,"Blueground | Cambridge, nr dining & train",107434423,Blueground,,Mid-Cambridge,42.3690974,-71.1088066,Entire home/apt,294,32,1,2023-11-09,0.04,169,120,0,
54159825,"Blueground | Kendall Sq, gym, nr mass general",107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,296,32,0,,,169,1,0,
54240167,"Blueground | Kendall Sq, gym, nr mass general",107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,305,32,0,,,169,245,0,
54328233,Hotel：3 blocks to T:Cambridge,162885740,Hong,,North Cambridge,42.39422,-71.12544,Private room,177,1,149,2025-09-12,3.34,23,271,38,C0014490491
54362078,Smack In Harvard Campus-Easy to MIT,3668535,Reem,,Neighborhood Nine,42.38025,-71.12387,Entire home/apt,476,3,41,2025-08-22,1.56,4,246,16,C0191060491
539779772842501300,"Blueground | Kendall Sq, gym, nr mit",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,271,32,0,,,169,239,0,
543438884743961085,"Blueground | E. Cambridge, gym, nr kendall sq",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,169,2,0,
547658836914753540,Piano Fireplace room walk to Harvard MIT Subway,93503221,Lynne,,Mid-Cambridge,42.37493,-71.10646,Private room,70,1,44,2025-09-10,1.17,8,65,7,
549053376229884393,"Blueground | E. Cambridge, w/d & gym, nr t",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,169,1,0,
553212014281821672,"Multi-Level Townhouse, Harvard, MIT, Red line",31340713,Kama,,Riverside,42.36483,-71.10919,Entire home/apt,209,2,26,2025-09-09,0.87,10,280,12,
553444803315731851,"Blueground | E Cambridge, laundry & gym",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,288,32,0,,,169,241,0,
554149446811922669,"Blueground | Central Sq, close to t stop",107434423,Blueground,,Mid-Cambridge,42.3693265,-71.1087922,Entire home/apt,,32,0,,,169,240,0,
557098890922168973,"Blueground | Cambridge, gym & in-unit w/d, nr mit",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,,32,0,,,169,0,0,
557101410881697215,"Blueground | Cambridge, gym & w/d, nr central sq",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,371,32,0,,,169,259,0,
557101758872697371,"Blueground | Cambridge, gym & w/d, nr kendall sq",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,364,32,1,2024-04-29,0.06,169,287,0,
557102107863619106,"Blueground | Cambridge, gym, nr harvard bridge",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,301,32,2,2024-08-17,0.06,169,115,0,
557861415631805188,"Blueground | E. Cambridge, w/d & gym, nr t",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,169,2,0,
560726207699438496,2 Bed in East Cambridge,43450256,Steve,,Wellington-Harrington,42.37227,-71.08941,Entire home/apt,173,30,7,2025-08-02,0.19,83,246,3,
560782999379858921,"3 Bed; Near Shops, Harvard & MIT",43450256,Steve,,Wellington-Harrington,42.37258,-71.0894,Entire home/apt,215,30,2,2023-06-26,0.05,83,178,0,
562904650702512130,"Blueground | Cambridge, gym & w/d, nr central sq",107434423,Blueground,,Cambridgeport,42.35986,-71.10096,Entire home/apt,360,32,0,,,169,100,0,
562907622902357132,"Blueground | Kendall Sq, gym & concierge, nr mit",107434423,Blueground,,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,351,32,0,,,169,321,0,
562910079747001300,"Blueground | E. Cambridge, gym, nr kendall sq",107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,,32,0,,,169,2,0,
562910621692803531,"Blueground | Kendall Sq, gym & concierge, nr mit",107434423,Blueground,,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,360,32,0,,,169,212,0,
568695761453451378,"Blueground | Alewife, w/d, nr shopping center",107434423,Blueground,,Cambridge Highlands,42.39123,-71.14579,Entire home/apt,258,32,0,,,169,280,0,
571231578942255136,Special Offer Listing,229497500,Yudong,,Wellington-Harrington,42.37003675264797,-71.09158589362058,Private room,,30,4,2024-05-31,0.09,20,6,0,
573750610076955959,"Blueground | E Cambridge, gym, nr lechmere station",107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,284,32,0,,,169,337,0,
576130772859764395,Spacious BR w/ parking near Harvard/Tufts/MIT/MGH,8858331,Mandy,,North Cambridge,42.39822,-71.13035,Private room,,1,5,2023-08-26,0.12,1,0,0,
577732854546265230,Lovely 1 private bedroom in East Cambridge,188752288,Clement,,East Cambridge,42.37057,-71.08106,Private room,57,90,0,,,1,257,0,
579769776783219613,Hotel - Scholar House - Near T #6,162885740,Hong,,North Cambridge,42.39243,-71.12649,Private room,95,14,57,2025-06-26,1.40,23,219,4,
579808147150882931,"Hotel with Charming 
Rooms Near T with Parking",162885740,Hong,,North Cambridge,42.39491,-71.12643,Private room,188,1,121,2025-09-20,2.81,23,317,49,
583155579231125842,"Blueground | E Cambridge, gym, nr lechmere station",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,279,32,0,,,169,280,0,
583156362299641853,"Blueground | Central Sq, gym, w/d & roof, nr t",107434423,Blueground,,The Port,42.36375950000001,-71.10030499999999,Entire home/apt,,32,1,2024-08-18,0.07,169,335,0,
583156733454046495,"Blueground | Central Sq, w/d, nr t station",107434423,Blueground,,The Port,42.36475,-71.09994,Entire home/apt,,32,0,,,169,334,0,
583442690752646511,Hotel-Near T-Free Parking-Harvard/MIT/Tufts,162885740,Hong,,North Cambridge,42.39352,-71.12716,Private room,,20,124,2025-09-12,2.92,23,300,18,
584071397651925302,Prentiss House by Thatch | King Room #2,814298,Thatch,,Neighborhood Nine,42.38326,-71.1196,Private room,246,2,37,2025-09-14,0.89,20,69,17,
585229041219697645,"Blueground | E Cambridge, gym & w/d, nr lechmere t",107434423,Blueground,,East Cambridge,42.3707,-71.07469,Entire home/apt,400,32,0,,,169,143,0,
587542313232761979,"Blueground | E Cambridge, gym & w/d, nr lechmere t",107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,,32,0,,,169,332,0,
587659068985780508,Prentiss House by Thatch | Deluxe King #8,814298,Thatch,,Agassiz,42.38543,-71.11865,Private room,265,2,58,2025-09-23,1.38,20,70,18,128734
587675724382157490,Prentiss House by Thatch | King Suite #4,814298,Thatch,,Agassiz,42.3835,-71.11803,Private room,249,2,25,2025-09-13,0.63,20,69,8,128734
587810796761966455,Beautiful & Sunny Home in the heart of Cambridge,234871707,Theresa,,Riverside,42.365,-71.10831,Entire home/apt,807,2,31,2025-08-03,0.76,1,224,11,STR-170464
588949789708020568,Prentiss House by Thatch | King Suite #11,814298,Thatch,,Agassiz,42.38338,-71.1183,Private room,252,2,55,2025-09-23,1.31,20,51,24,128734
589131280044876375,Prentiss House by Thatch | Deluxe King #1,814298,Thatch,,Neighborhood Nine,42.3854,-71.11947,Private room,,2,22,2025-08-19,0.54,20,64,3,128734
589165201873039084,"Cambridge, Prentiss House - Queen Suite | Rm 05",814298,Thatch,,Agassiz,42.38507381023245,-71.11773083564206,Entire home/apt,249,1,35,2025-09-21,0.84,20,76,11,128734
589270818248441889,Prentiss House by Thatch | King Deluxe #6,814298,Thatch,,Neighborhood Nine,42.38496,-71.11989,Private room,229,2,31,2025-07-29,0.76,20,75,15,128734
589311739984519565,Prentiss House by Thatch | King Suite #7,814298,Thatch,,Agassiz,42.38518,-71.11775,Private room,249,2,28,2025-08-17,0.68,20,78,4,128734
589898743882940808,Prentiss House by Thatch | King Suite #9,814298,Thatch,,Neighborhood Nine,42.38519,-71.11966,Private room,295,2,18,2025-09-26,0.44,20,75,9,128734
589926308140361965,Prentiss House by Thatch | King Room #10,814298,Thatch,,Neighborhood Nine,42.38534,-71.11984,Private room,,2,58,2025-09-09,1.38,20,62,25,128734
590028685092360589,Prentiss House by Thatch | King Suite #12,814298,Thatch,,Agassiz,42.38512,-71.11852,Private room,302,1,56,2025-09-06,1.33,20,75,16,128734
592638728118529771,"Blueground | Kendall Sq, gym & concierge, nr mit",107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,251,32,1,2023-05-17,0.03,169,206,0,
592883195899752305,Prentiss House by Thatch | King Rm #14,814298,Thatch,,Agassiz,42.38496,-71.1179,Private room,203,2,33,2025-09-14,0.79,20,72,16,128734
592885617036405071,Prentiss House by Thatch | King Rm #15,814298,Thatch,,Neighborhood Nine,42.3851,-71.1196,Private room,,2,12,2025-08-31,0.31,20,64,7,128734
592968776070404751,Prentiss House by Thatch | Deluxe King Rm #18,814298,Thatch,,Agassiz,42.38317,-71.11952,Private room,,2,10,2024-08-25,0.24,20,65,0,128734
594328584876275034,"Cambridge, Prentiss House - Standard Queen | Rm 13",814298,Thatch,,Agassiz,42.383412115559345,-71.11913178716317,Private room,207,1,40,2025-09-24,0.96,20,74,17,128734
594362872467802352,Prentiss House by Thatch | Queen Rm #19,814298,Thatch,,Agassiz,42.38351,-71.11943,Private room,,2,34,2025-08-27,0.81,20,54,6,128734
594368718724038692,Prentiss House by Thatch | King Rm #20,814298,Thatch,,Neighborhood Nine,42.38354,-71.1199,Private room,232,2,34,2025-09-14,0.81,20,35,6,128734
596300774811892684,M2) Modern Camb2Br2bt nr Davis Subwy Harvard Tufts,7918311,Dinara,,North Cambridge,42.3987,-71.13244,Entire home/apt,,92,0,,,2,89,0,
597990507237979366,Sunny 2-Bedroom Apartment in Cambridge,49561278,Weijia,,Cambridgeport,42.35977367859104,-71.11286379633967,Entire home/apt,,91,0,,,1,0,0,
598403561534897310,"Blueground | Cambridge, modern finishes",107434423,Blueground,,East Cambridge,42.3707,-71.07469,Entire home/apt,344,32,1,2024-12-20,0.11,169,271,1,
599324404655367395,Prentiss House by Thatch | King Rm #3,814298,Thatch,,Agassiz,42.38339,-71.11791,Private room,221,2,42,2025-09-19,1.00,20,53,27,128734
602906735271842245,Bright &Large 2BR w/ Central A/C & in-unit laundry,145655051,Karen,,The Port,42.36456,-71.10169,Entire home/apt,229,91,0,,,4,269,0,
604224307090023387,"Blueground | E Cambridge, gym & w/d, nr lechmere t",107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,377,32,0,,,169,284,0,
604948697680076098,"Blueground | E. Cambridge, pool & Gym, nr t",107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,,32,1,2022-08-06,0.03,169,2,0,
608303312565390696,2BR East Cambridge | Free Parking,175945688,Ekaterina,,Wellington-Harrington,42.373111724853516,-71.0915756225586,Entire home/apt,420,2,63,2025-09-10,4.28,1,155,55,STR-172992
609169815689919508,"Blueground | Kendall Sq, gym & concierge, nr mit",107434423,Blueground,,East Cambridge,42.3640528,-71.0835716,Entire home/apt,,32,0,,,169,319,0,
